player,rumoured_club,successful
Micah Lincoln Richards,Roma,False
Mathieu Soraya  Valbuena,FC Barcelona,False
Theofanis Gekas,Grasshopper Club Zürich,False
Gastón Ramírez,OFK Bor,False
William Carvalho,Arsenal F.C.,False
Ronny Garbuschewski,Chemnitzer FC,True
Álvaro Domínguez,Valencia CF,False
Marc-André ter Stegen,FC Schalke 04,False
David Accam,Arsenal F.C.,False
Lewis Harry Holtby,OFK Bor,False
Niclas Füllkrug,SpVgg Greuther Fürth,True
Stoke City,Manchester City F.C.,False
Roberto José Rosales Altuve,Málaga,True
Gonzalo Gerardo Higuaín,OFK Bor,False
Joris Mathijsen,Beşiktaş,False
Pajtim Kasami,FC Schalke 04,False
Séamus Coleman,Arsenal F.C.,False
Dellatorre,Queens Park Rangers,True
Nicolás Mezquida,Celtic F.C.,False
Mohamed Salah,OFK Bor,False
Michael Gregoritsch,AFC Ajax,False
Uche Nwofor,CSKA Moscow,False
Xherdan Shaqiri,Liverpool F.C.,False
Houssine Kharja,Sportfreunde Siegen,False
Álvaro Borja Morata Martín,OFK Bor,False
Gideon Jung,FC Schalke 04,False
Eren Derdiyok,Torino F.C.,False
Lacina Traoré Panton,Napoli,False
Gary Gardner,Sheffield Wednesday F.C.,True
Souza,Wisła Kraków,False
Tolgay Ali Arslan,Málaga,False
Kevin Edward Doyle,Middlesbrough F.C.,False
Jermaine Junior Jones,Hamburger SV,False
Stoke City,Manchester City F.C.,False
Hedwiges Eduard Martinus Maduro,AFC Ajax,True
Asmir Begović,Real Madrid C.F.,False
Seydou Doumbia,Everton,False
Florian Marange,OFK Bor,False
Danny Welbeck,Arsenal F.C.,True
Arnaldo Antonio Sanabria Ayala,Roma,True
Ross McCormack,Crystal Palace,False
Emmanuel Adebayor,Trabzonspor,False
Séamus Coleman,Manchester United,False
Liam Ridgewell,Fulham F.C.,False
Roman Bürki,OFK Bor,False
Liam Bridcutt,Sunderland AFC,True
Mohamed Salah,Zenit Saint Petersburg,False
Carles Coto Pagès,Zagłębie Lubin,False
Cristian Zaccardo,Fulham F.C.,False
Ademilson Braga Bispo Junior,OFK Bor,False
Dennis Aogo,FC Schalke 04,True
Mattia Destro,Liverpool F.C.,False
Tomáš Vaclík,Basel,True
Athanasios Petsos,Rapid Wien,True
Tin Jedvaj,Arsenal F.C.,False
Marko Arnautović,Real Sociedad,False
Alexandre Lacazette,OFK Bor,False
Sadio Mané,OFK Bor,False
Eric Maxim Choupo-Moting,Roma,False
Mikael Bertil Dyrestam,Sportfreunde Siegen,False
Vangelis Mantzios,Levadiakos,True
Caner Erkin,Bayern Munich,False
Jonjo Shelvey,Swansea City F.C.,True
Benjamin Lauth,Brisbane Roar,False
Andrea Pirlo,Real Madrid C.F.,False
Wilfried Domoraud,FC Flyeralarm Admira,True
Diego Capel,Arsenal F.C.,False
Karol Linetty,Real Madrid C.F.,False
Ryan Bertrand,Fulham F.C.,False
Eren Derdiyok,Spartak Moscow,False
Connor Neil Ralph Wickham,Nottingham Forest F.C.,False
Youssouf Mulumbu,Arsenal F.C.,False
Christian Fuchs,Fulham F.C.,False
Marco Natanael Torsiglieri,FC Kuban Krasnodar,False
Jesé Rodríguez,Málaga,False
Yohan Mollo,Sportfreunde Siegen,False
Rio Mavuba,Everton,False
John Souttar,Everton,False
Joachim Standfest,Wolfsberger AC,True
Matías Ezequiel Suárez,Real Sociedad,False
Florian Marange,Crystal Palace,True
Darío Cvitanich,OFK Bor,False
Toni Kroos,Manchester United,False
Lucas Silva Borges,OFK Bor,False
Ola John,AFC Ajax,False
Armando Vajushi,Udinese Calcio SpA,False
Gergő Lovrencsics,Red Bull Salzburg,False
Lorenzo Melgarejo,Liverpool F.C.,False
Tolgay Ali Arslan,Sevilla FC,False
Darko Tasevski,FC Wacker Innsbruck,False
Kwame Adzenyina Yeboah,OFK Bor,False
Steven Roy Caulker,Tottenham Hotspur,True
Jonathan de Amo Pérez,Reaktywacja Tradycji Sportowych Widzew Łódź,True
Graziano Pellè,FC Barcelona,False
Michael Sheehan Bradley,VfL Wolfsburg,False
Marco Meilinger,RB Leipzig,False
Alan Kasaev,FC Dynamo Moscow,True
Adam David Lallana,Manchester United,False
Tomás Esteban Correa Miranda,FC Flyeralarm Admira,False
André Filipe Tavares Gomes,Liverpool F.C.,False
Matthias Ginter,Manchester United,False
Francis Coquelin,SC Freiburg,True
Bryan Ruiz,Hamburger SV,False
Yordy Reyna,Sportverein Grödig,True
Scott Andrew Sinclair,Stoke City,False
Marcus Berg,Sportfreunde Siegen,False
Łukasz Fabiański,Sevilla FC,False
Luka Modrić,Arsenal F.C.,False
Sylvain Marveaux,Olympiacos,False
Marvin Bakalorz,SBV Vitesse,False
Davide Astori,Napoli,False
Júlio César Soares de Espíndola,Napoli,False
Lee Barry Cattermole,Napoli,False
Harry Edward Kane,Stoke City,False
Konstantin Rausch,Hannover 96,True
Juan Mata,FC Barcelona,False
Stéphane Ruffier,OFK Bor,False
Edin Džeko,Inter Milan,False
Esteban Granero,Real Sociedad,True
Filip Twardzik,Crystal Palace,False
Phillip Anthony Bardsley,Blackburn Rovers,False
Domenico Criscito,ACF Fiorentina,False
Péter Gulácsi,Sportfreunde Siegen,False
Didier Frédéric Digard,Fulham F.C.,False
Alexander Meier,Fulham F.C.,False
Mohamed Lamine Sissoko Gillan,Olympiacos,False
Nabil Ghilas,FC Porto,True
Lars Unnerstall,Basel,False
Juan Mata,Manchester United,True
Markus Hammerer,SK Sturm Graz,False
Arkadiusz Milik,FC Augsburg,True
Lucas Piazon,SBV Vitesse,True
Sadio Mané,OFK Bor,False
Idrissa Gueye,Arsenal F.C.,False
Morgan Schneiderlin,Napoli,False
Jetro Willems,Roma,False
Jordan Zacharie Lukaku Menama Mokelenge,Tottenham Hotspur,False
FC Flyeralarm Admira,FC Wacker Innsbruck,False
Mohamed Salah,Liverpool F.C.,False
Diego da Silva Costa,Arsenal F.C.,False
Gonzalo Diego Bueno Bingola,Roma,False
Flamengo,Bayern Munich,False
Patrice Evra,Monaco F.C.,True
Massimo Donati,FC Schalke 04,False
El Arabi Hillel Soudani,Hannover 96,False
Domi Kumbela,FC Dynamo Moscow,False
Júlio César Soares de Espíndola,Roma,False
Aristide Bancé,Orlando Pirates F.C.,False
Antonio Juan Barragán Fernández,Liverpool F.C.,True
Mats Hummels,Manchester United,False
André Hahn,OFK Bor,False
Marc-André ter Stegen,Arsenal F.C.,False
Dragan Mrđa,Red Star Belgrade,True
Nicholas Edward Powell,Celtic F.C.,False
Alexandre Lacazette,Liverpool F.C.,False
David Witteveen,SV Horn,True
Chris Baird,Crystal Palace,False
Admir Mehmedi,OFK Bor,False
Kevin Lafrance,Reaktywacja Tradycji Sportowych Widzew Łódź,True
Kurt Happy Zouma,Chelsea,True
Fernando José Torres Sanz,Liverpool F.C.,True
Dazet Wilfried Armel Zaha,Crystal Palace,True
Andriy Oleksandrovich Dykan,Sverdlovsk Oblast,False
Santiago Vergini,Sunderland AFC,True
Philippe Coutinho Correia,Real Madrid C.F.,False
Jan Bert Lieve Vertonghen,FC Barcelona,False
Gergő Lovrencsics,RB Leipzig,False
Yosef Shai Benayoun,West Bromwich Albion F.C.,False
Morgan Amalfitano,Olympiacos,False
Sascha Riether,FC Schalke 04,True
Carlos Javier Cuéllar Jiménez,Panathinaikos F.C.,False
Marcos Alonso Mendoza,Sunderland AFC,True
Bibras Natkho,Tottenham Hotspur,False
(香川 真司),VfL Wolfsburg,False
Jesús Gámez Duarte,VfL Wolfsburg,False
Cristian Ansaldi,Zenit Saint Petersburg,True
Jeremy Loteteka Bokila,FC Augsburg,False
Jack Colback,West Bromwich Albion F.C.,False
Stéphane Besle,FC Luzern,False
Sergio Carlos Strandberg,Red Bull Salzburg,False
Eyong Tarkang Enoh,Antalyaspor,True
柿谷 曜一朗,Sportfreunde Siegen,False
Roberto José Rosales Altuve,Arsenal F.C.,False
Pepe Reina,Napoli,True
Zakaria Labyad,PSV Eindhoven,True
John Gijsbert Alan Heitinga,Roma,False
Łukasz Fabiański,OFK Bor,False
Pablo Daniel Osvaldo,Zenit Saint Petersburg,False
Roberto José Rosales Altuve,ACF Fiorentina,False
Ibrahim Sissoko,Saint-Étienne,True
Emmanuel Adebayor,Queens Park Rangers,False
Jacob Harry Maguire,Chelsea,False
Arnold Kruiswijk,SBV Vitesse,True
Roman Bürki,Basel,False
Lisandro López,Sport Club Internacional,True
Stephen James Ireland,Stoke City,True
Edin Džeko,Roma,True
Lukas Jutkiewicz,Bolton Wanderers F.C.,True
Alessandro Matri,A.C. Milan,True
Lerin Duarte,AFC Ajax,True
Luis Fariña,S.L. Benfica,True
Nathaniel Chalobah,Watford F.C.,True
John Gijsbert Alan Heitinga,Fulham F.C.,True
Manuel José da Luz Correia Curto,Zagłębie Lubin,True
Ross McCormack,Fulham F.C.,True
Daniel Filipe Martins Carriço,Sevilla FC,True
Kévin Gameiro,Sevilla FC,True
Kenan Karaman,Hannover 96,True
Caio,Grasshopper Club Zürich,True
Franck Tabanou,Saint-Étienne,True
Denis Cheryshev,Sevilla FC,True
Jiloan Hamad,TSG 1899 Hoffenheim,True
Lucas Barrios,Spartak Moscow,True
Leigh Griffiths,Celtic F.C.,True
Emanuele Giaccherini,Sunderland AFC,True
Stefan Kutschke,RB Leipzig,True
Ryan Bertrand,Aston Villa F.C.,True
Steven Zuber,CSKA Moscow,True
Emil Johansson,Sandnes Ulf,True
Leigh Griffiths,Celtic F.C.,True
Georg Margreitter,FC Copenhagen,True
Leon Goretzka,VfL Bochum,True
Stephen Sama,VfL Bochum,True
Juan Sebastián Agudelo,Stoke City,True
Johan Erik Calvin Elmander,Norwich City F.C.,True
Dariusz Dudka,Wisła Kraków,True
Richard Windbichler,FK Austria Wien,True
Ola Williams Kamara,Strømsgodset,True
Seydou Doumbia,Newcastle United F.C.,True
Roman Hubník,F.C. Viktoria Plzeň a.s.,True
Bacary Sagna,Manchester City F.C.,True
Sebastian Dudek,Zawisza Bydgoszcz,True
Adrian Mariappa,Crystal Palace,True
Demba Ba,Beşiktaş,True
Ignacio Scocco,Sunderland AFC,True
Jack Rodwell,Everton,True
Charlie Austin,Reading F.C.,True
Fernando José Torres Sanz,A.C. Milan,True
Gareth Barry,Everton,True
Roman Adamov,FC Sibir Novosibirsk,True
Paolo De Ceglie,Genoa C.F.C.,True
Paul Baysse,Saint-Étienne,True
Markus Rosenberg,Malmö FF,True
Michael Essien,A.C. Milan,True
Marco Davide Faraoni,Watford F.C.,True
Asier Illarramendi Andonegi,Real Madrid C.F.,True
Stuart Armstrong,Celtic F.C.,True
Michael Madl,FK Austria Wien,True
Scott Matthew Parker,Fulham F.C.,True
Nathan Delfouneso,Coventry City F.C.,True
Antonio Cassano,Parma,True
Stefan Hierländer,RB Leipzig,True
Matěj Vydra,West Bromwich Albion F.C.,True
Jan Kirchhoff,FC Schalke 04,True
Alain Nef,Zürich,True
Nathaniel Chalobah,Middlesbrough F.C.,True
Johannes Wurtz,SC Paderborn,True
Rémy Cabella,Newcastle United F.C.,True
Dosa Júnior,Legia Warsaw,True
Stefan Stangl,Rapid Wien,True
Jermaine Paul Alexander Beckford,Bolton Wanderers F.C.,True
Tarik Elyounoussi,TSG 1899 Hoffenheim,True
Ángelo José Henríquez Iturra,Real Zaragoza,True
Lee Michael John Camp,West Bromwich Albion F.C.,True
Vicente Iborra,Sevilla FC,True
Luis Advíncula,Sporting Cristal,True
Moshtagh Hossain Yaghoubi,FC Dynamo Moscow,True
Johan Jarlín Vonlanthen Benavídez,FC Schaffhausen,True
Pirmin Schwegler,TSG 1899 Hoffenheim,True
Paul Pogba,Manchester United,True
Diego da Silva Costa,Chelsea,True
Clint Dempsey,Seattle Sounders FC,True
Jens Hegeler,Hertha BSC,True
Simon William Moore,Bristol City F.C.,True
Richard Patrick Dunne,Queens Park Rangers,True
Marquinhos,Paris Saint-Germain,True
Philipp Muntwiler,Vaduz,True
Thomas Piermayr,LASK Linz,True
Fabio Borini,Sunderland AFC,True
Markus Katzer,FC Flyeralarm Admira,True
René Gartler,Rapid Wien,True
Jérémy Toulalan,Monaco F.C.,True
Scott Dann,Crystal Palace,True
Tiago Abiola Delfim Almeida Ilori,Granada CF,True
Ciprian Andrei Marica,Getafe,True
Nemanja Vidić,Inter Milan,True
Younès Belhanda,Dynamo Kyiv,True
Jonjo Shelvey,Newcastle United F.C.,True
Gaël Kakuta,SS Lazio,True
Christoph Spycher,Grasshopper Club Zürich,True
Christian Schulz,Sportfreunde Siegen,True
Béko Fofana,Partizan,True
Mario Eggimann,FC Aarau,True
Philipp Zulechner,Red Bull Salzburg,True
Lukas Hinterseer,FC Ingolstadt 04,True
Thievy Guivane Bifouma Koulossa,West Bromwich Albion F.C.,True
Aras Özbiliz,Spartak Moscow,True
Jonathan Pitroipa,Hamburger SV,True
Adrian Mrowiec,Ruch Chorzów S.A.,True
Stefan de Vrij,SS Lazio,True
Sebastián Coates,Nacional,True
Roman Bürki,SC Freiburg,True
Ryan Tunnicliffe,Ipswich Town F.C.,True
Joël Matip,Liverpool F.C.,True
Alphonse Aréola,Lens,True
Jan Hochscheidt,FC Erzgebirge Aue,True
Victor Vinícius Coelho dos Santos,CSKA Moscow,True
André Hainault,VfR Aalen,True
Dimitri Payet,Olympique de Marseille,True
Stefan Kutschke,SC Paderborn,True
Peter Ankersen,Red Bull Salzburg,True
Gerard Deulofeu Lázaro,Everton,True
Charalampos Mavrias,Sunderland AFC,True
Daniel Boateng,Hibernian F.C.,True
Ola Williams Kamara,FK Austria Wien,True
Michael Agazzi,A.C. Milan,True
Bryan Ruiz,PSV Eindhoven,True
Érik Manuel Lamela,Tottenham Hotspur,True
Ross Turnbull,Middlesbrough F.C.,True
Christian Dorda,F.C. Utrecht,True
Fabio Borini,Sunderland AFC,True
Moanes Dabour,Grasshopper Club Zürich,True
Pablo Daniel Osvaldo,Inter Milan,True
Enes Ünal,Manchester City F.C.,True
Wayne Hennessey,Crystal Palace,True
Hossam Mohamed El Sayed Metwalli Abdel Sattar Ghaly,Lierse S.K.,True
Cristian Mark Junior Nascimento Oliveira Baroni,Flamengo,True
Behrang Safari,Basel,True
Loïc Rémy,Newcastle United F.C.,True
Stephen Daniel Crainey,Wigan Athletic F.C.,True
Yannick Sagbo,Hull City F.C.,True
Jonathan Obika,Charlton Athletic F.C.,True
Zdravko Kuzmanović,Málaga,True
Aleksandr Aleksandrovich Kokorin,FC Dynamo Moscow,True
Giovanni Sio,Basel,True
Hélder Postiga,Valencia CF,True
James Alan Tarkowski,Burnley F.C.,True
Mario Gómez García,Bayern Munich,True
Eliaquim Mangala,Manchester City F.C.,True
Renato Civelli,Bursaspor,True
Vladimir Borisovich Gabulov,FC Dynamo Moscow,True
Matthieu Delpierre,VfB Stuttgart,True
Stefan Schwab,Rapid Wien,True
Tom Hateley,Śląsk Wrocław,True
Per Ciljan Skjelbred,Hertha BSC,True
Steven Roy Caulker,Liverpool F.C.,True
Mubarak Wakaso,Rubin Kazan,True
James McFadden,Motherwell F.C.,True
Yassin Mikari,FC Luzern,True
Yohan Mollo,Olympique de Marseille,True
Sebastian Mielitz,SC Freiburg,True
Etienne Arthur Boka,Málaga,True
Paulus Arajuuri,Lech Poznań,True
Luke Paul Hoare Shaw,Manchester United,True
Raphael Holzhauser,FC Augsburg,True
Ulises Dávila,Córdoba CF,True
Michele Polverino,Vaduz,True
Luca Zuffi,Basel,True
Mariusz Lewandowski,Zagłębie Lubin,True
Michael Eneramo,Beşiktaş,True
Ignacio Scocco,Sunderland AFC,True
Denis Borisovich Glushakov,Spartak Moscow,True
Jermain Defoe,Toronto FC,True
Ryan Tunnicliffe,Fulham F.C.,True
Ondrej Duda,Legia Warsaw,True
Markus Hammerer,LASK Linz,True
Nathaniel Chalobah,Nottingham Forest F.C.,True
Rune Almenning Jarstein,Hertha BSC,True
Kevin De Bruyne,VfL Wolfsburg,True
Nani,Sporting CP,True
Orlando Carlos Braga de Sá,Legia Warsaw,True
Ignasi Miquel Pons,Leicester City,True
Connor Neil Ralph Wickham,Crystal Palace,True
Francisco Javier García Fernández,S.L. Benfica,True
Yohan Cabaye,Paris Saint-Germain,True
Almog Cohen,FC Ingolstadt 04,True
Yuri Zhirkov,FC Dynamo Moscow,True
Jodel Dossou,Red Bull Salzburg,True
Eljero George Rinaldo Elia,AFC Ajax,True
Adam Maher,PSV Eindhoven,True
Joe Ledley,Crystal Palace,True
Magnus Wolff Eikrem,sc Heerenveen,True
Lewis Harry Holtby,FC Schalke 04,True
Eduardo Jesús Vargas Rojas,Valencia CF,True
Alexandre Dimitri Song Billong,Arsenal F.C.,True
Ishak Belfodil,Inter Milan,True
Kim Mikael Källström,Arsenal F.C.,True
Ulises Dávila,Córdoba CF,True
Radoslav Zabavník,Sandhausen,True
Marco Motta,Genoa C.F.C.,True
Thomas Spurr,Blackburn Rovers,True
Lars Unnerstall,FC Aarau,True
Luke Paul Hoare Shaw,Manchester United,True
Romelu Lukaku,Everton,True
Marko Arnautović,Stoke City,True
Lisandro López,Al-Gharafa,True
William Troost-Ekong,Groningen,True
Florian Klein,VfB Stuttgart,True
Bernard Malanda-Adje,VfL Wolfsburg,True
Phillip Anthony Bardsley,Burnley F.C.,True
Pablo Daniel Osvaldo,Juventus,True
James McClean,Wigan Athletic F.C.,True
Christopher Trimmel,1. FC Union,True
Luis Advíncula,Associação Atlética Ponte Preta,True
Kevin-Prince Boateng,FC Schalke 04,True
Mamadou Sakho,Liverpool F.C.,True
Jermaine Junior Jones,Beşiktaş,True
Johan Danon Djourou-Gbadjere,Hamburger SV,True
Charlie Austin,Queens Park Rangers,True
Djibril Cissé,FC Kuban Krasnodar,True
Jucilei,Corinthians,True
Michel Bastos,Roma,True
Marcell Jansen,Hamburger SV,True
Yani Urdinov,Reaktywacja Tradycji Sportowych Widzew Łódź,True
Dimitrije Injac,Lech Poznań,True
Vito Mannone,Sunderland AFC,True
Tomás Esteban Correa Miranda,Sportverein Grödig,True
Afriyie Acquah,Sampdoria,True
Stanislav Manolev,FC Kuban Krasnodar,True
Juan Manuel Insaurralde,Boca Juniors,True
Steve Sidwell,Stoke City,True
Luis Alberto Suárez Díaz,FC Barcelona,True
Scott Andrew Sinclair,West Bromwich Albion F.C.,True
Clint Dempsey,Fulham F.C.,True
Felipe Salvador Caicedo Corozo,Al Jazira Club,True
Janik Haberer,TSG 1899 Hoffenheim,True
Kelvin Wilson,Nottingham Forest F.C.,True
Arvydas Novikovas,FC Erzgebirge Aue,True
Oliver Baumann,TSG 1899 Hoffenheim,True
Reza Ghoochannejhad,SC Cambuur,True
Manuel Agudo Durán,Celta de Vigo,True
Andrea Poli,A.C. Milan,True
Scott Dann,Crystal Palace,True
Kelechi Iheanacho,Manchester City F.C.,True
Reza Ghoochannejhad,Charlton Athletic F.C.,True
Álvaro Negredo Sánchez,Manchester City F.C.,True
Matthieu Delpierre,F.C. Utrecht,True
Ryo Miyaichi,Feyenoord,True
Albert Adomah,Middlesbrough F.C.,True
Pablo Daniel Osvaldo,Juventus,True
Joselu,Celta de Vigo,True
Ján Mucha,Wings of Soviets,True
Diego Lugano,West Bromwich Albion F.C.,True
Tunay Torun,Hamburger SV,True
Todor Nedelev,1. FSV Mainz 05,True
John Guidetti,Stoke City,True
Nani,Valencia CF,True
Christian Atsu,Chelsea,True
Anthony Modeste,TSG 1899 Hoffenheim,True
Michael Mancienne,Queens Park Rangers,True
Kevin Edward Doyle,Queens Park Rangers,True
Oriol Romeu Vidal,Valencia CF,True
Ezequiel Matías Schelotto,U.S. Sassuolo Calcio,True
Luiz Gustavo,VfL Wolfsburg,True
Lacina Traoré Panton,Everton,True
Joe Ledley,Crystal Palace,True
Luis Alberto Suárez Díaz,FC Barcelona,True
Djibril Cissé,SC Bastia,True
Davide Callà,Basel,True
Nir Biton,Celtic F.C.,True
Fabio Strauss,Sportverein Grödig,True
Bruno Zuculini,Manchester City F.C.,True
Denni Avdić,Alkmaar Zaanstreek,True
Gervais Lombe Yao Kouassi,Roma,True
Arkadiusz Milik,AFC Ajax,True
João Carlos Pinto Chaves,Spartak Moscow,True
Jucilei,Corinthians,True
Derlis González,Basel,True
Lacina Traoré Panton,Monaco F.C.,True
Sébastien Frey,Bursaspor,True
Andrea Dossena,Sunderland AFC,True
Valter Birsa,A.C. Milan,True
Maciej Wilusz,Lech Poznań,True
Matthias Zimmermann,Sandhausen,True
Nicolás Castillo,Club Brugge,True
Rémy Cabella,Newcastle United F.C.,True
Admir Mehmedi,SC Freiburg,True
Stéphane Sessègnon,West Bromwich Albion F.C.,True
Michal Kadlec,Bayer 04 Leverkusen,True
Simeon Alexander Jackson,Millwall F.C.,True
Noureddine Amrabat,AFC Ajax,True
Shinji Okazaki,1. FSV Mainz 05,True
Florian Hart,Sportverein Grödig,True
Geoffrey Agundogbia S.P,Monaco F.C.,True
Didier Yves Drogba Tébily,Chelsea,True
Daniel Gosling,AFC Bournemouth,True
Noureddine Amrabat,Málaga,True
Étienne Capoue,Tottenham Hotspur,True
Tom Trybull,1. FC Union,True
Levon Hayrapetyan,Reaktywacja Tradycji Sportowych Widzew Łódź,True
Pepe Reina,Napoli,True
Sidney Sam,FC Schalke 04,True
Fábio Alexandre da Silva Coentrão,S.L. Benfica,True
Philipp Hofmann,FC Schalke 04,True
Reza Ghoochannejhad,Go Ahead Eagles,True
Mathias Fetsch,FC Energie Cottbus,True
Didier Yves Drogba Tébily,Chelsea,True
José Ángel Gómez Campaña,Crystal Palace,True
Morgan Amalfitano,West Bromwich Albion F.C.,True
Matthias Ostrzolek,Hamburger SV,True
Franck Henry Pierre Ribéry,Bayern Munich,True
Nilmar,Corinthians,True
Stéphane Mbia Etoundi,Sevilla FC,True
Zakaria Labyad,Fulham F.C.,True
Nir Biton,Celtic F.C.,True
Raúl Bobadilla,FC Augsburg,True
Teemu Pukki,Celtic F.C.,True
Marcin Komorowski,Legia Warsaw,True
Lacina Traoré Panton,Everton,True
Tiago Abiola Delfim Almeida Ilori,Sporting CP,True
Filip Twardzik,Celtic F.C.,True
Morgan De Sanctis,Roma,True
Vladimír Darida,SC Freiburg,True
Ander Herrera,Manchester United,True
Carlos Gruezo,VfB Stuttgart,True
Philipp Zulechner,FK Austria Wien,True
Federico Macheda,DRFC,True
Dominik Kohr,FC Augsburg,True
Kalidou Koulibaly,Napoli,True
Ander Herrera,Manchester United,True
Willy Caballero,Manchester City F.C.,True
Maicon Douglas Sisenando,Roma,True
Marko Arnautović,Inter Milan,True
Emanuel Pogatetz,Bayer 04 Leverkusen,True
Lorenzo Melgarejo,FC Kuban Krasnodar,True
Karl Levi Daniel Henry,Queens Park Rangers,True
Gonzalo Diego Bueno Bingola,FC Kuban Krasnodar,True
Jamie Mackie,Nottingham Forest F.C.,True
Júlio César Soares de Espíndola,S.L. Benfica,True
Mark Schwarzer,Chelsea,True
Dwight Gayle,Crystal Palace,True
David de Paula,FK Austria Wien,True
Sam Ricketts,Wolverhampton Wanderers F.C.,True
Stefan Thesker,Hannover 96,True
Zymer Bytyqi,Sandnes Ulf,True
Jason David Ian Puncheon,Crystal Palace,True
Mohamed Salah,Chelsea,True
Pavle Popara,Pogoń Szczecin,True
Johan Danon Djourou-Gbadjere,Hamburger SV,True
Taxiarchis Fountas,Sportverein Grödig,True
Júlio César Soares de Espíndola,Toronto FC,True
Ezequiel Garay,Zenit Saint Petersburg,True
Chris Mavinga,Rubin Kazan,True
Gonzalo Gerardo Higuaín,Napoli,True
Taras Burlak,Rubin Kazan,True
Jamaal Lascelles,Newcastle United F.C.,True
Issiaka Ouédraogo,Wolfsberger AC,True
Iago Falque,Rayo Vallecano,True
Tongo Doumbia,Valenciennes F.C.,True
Collins John,Piast Gliwice,True
José Bosingwa,Trabzonspor,True
Aiden McGeady,Everton,True
Stijn Schaars,PSV Eindhoven,True
Alibek Alievich Aliev,CSKA Moscow,True
Darren Fletcher,Manchester United,True
Gnaly Maxwel Cornet,Olympique Lyonnais,True
Mohamed Salah,Roma,True
Victor Anichebe,West Bromwich Albion F.C.,True
Robert Huth,Leicester City,True
Shinji Okazaki,Leicester City,True
Dele Alli,Tottenham Hotspur,True
Krystian Bielik,Arsenal F.C.,True
Kevin Wimmer,Tottenham Hotspur,True
Siaka Tiéné,Montpellier HSC,True
Gnaly Maxwel Cornet,Olympique Lyonnais,True
Bastian Schweinsteiger,Manchester United,True
Darren Fletcher,West Bromwich Albion F.C.,True
Gerard Badía,Piast Gliwice,True
Lewis Harry Holtby,Fulham F.C.,True
Valeri Emilov Bojinov,Partizan,True
Artem Sergeyevich Dzyuba,Zenit Saint Petersburg,True
James Philip Milner,Liverpool F.C.,True
Gabriel Armando de Abreu,Arsenal F.C.,True
Jack Cork,Swansea City F.C.,True
Carles Gil,Aston Villa F.C.,True
Josmer Volmy Altidore,Toronto FC,True
Xavier Hernández Creus,Al Sadd SC,True
Davide Santon,Inter Milan,True
Juan Miguel Jiménez López,Southampton F.C.,True
Douglas Costa de Souza,Bayern Munich,True
André Morgan Rami Ayew,Swansea City F.C.,True
Aleix Vidal,FC Barcelona,True
Lucas Silva Borges,Real Madrid C.F.,True
Wilfried Bony,Manchester City F.C.,True
Ravel Ryan Morrison,SS Lazio,True
Yohan Cabaye,Crystal Palace,True
André Horst Schürrle,VfL Wolfsburg,True
Yohan Cabaye,Crystal Palace,True
Jordy Clasie,Southampton F.C.,True
Yaya Sanogo,Crystal Palace,True
Steven Gerrard,Los Angeles Galaxy,True
Lucas Barrios,Palmeiras,True
Adam Federici,AFC Bournemouth,True
Matthew Lowton,Burnley F.C.,True
Kyle Naughton,Swansea City F.C.,True
Nathaniel Clyne,Liverpool F.C.,True
Andrea Pirlo,New York City F.C.,True
Lukas Josef Podolski,Inter Milan,True
Brek Shea,Orlando City Soccer Club,True
Kenwyne Jones,AFC Bournemouth,True
Paulo Dybala,Juventus,True
Dedryck Boyata,Celtic F.C.,True
Arshak Rafaelyevich Koryan,SBV Vitesse,True
Eljero George Rinaldo Elia,Southampton F.C.,True
Charlie Austin,Southampton F.C.,True
Arkadiusz Milik,AFC Ajax,True
Juan Guillermo,Chelsea,True
Mauro Matías Zárate Riga,Queens Park Rangers,True
Adryan,FC Nantes Atlantique,True
Kieran Trippier,Tottenham Hotspur,True
Sami Khedira,Juventus,True
Alex Nicolao Telles,Inter Milan,True
Micah Lincoln Richards,Aston Villa F.C.,True
Kevin De Bruyne,Manchester City F.C.,True
Paulo Henrique Ganso,Santos FC,True
Xherdan Shaqiri,Inter Milan,True
Ádám Bogdán,Liverpool F.C.,True
Franck Tabanou,Swansea City F.C.,True
Pablo Armero,Flamengo,True
Scott Andrew Sinclair,Crystal Palace,True
Ashley Cole,Crystal Palace,True
Wesley Hoedt,SS Lazio,True
Joselu,Stoke City,True
Petr Čech,Arsenal F.C.,True
Florian Thauvin,Newcastle United F.C.,True
Timothy Michael Ream,Fulham F.C.,True
Sylvain Distin,AFC Bournemouth,True
Ivan Toney,Newcastle United F.C.,True
Clinton N'Jie,Tottenham Hotspur,True
Samuel Umtiti,FC Barcelona,True
Christian Atsu,AFC Bournemouth,True
Stephan El Shaarawy,Roma,True
Henri Anier,Hibernian F.C.,True
Seydou Doumbia,Roma,True
Kim Mikael Källström,Grasshopper Club Zürich,True
Ramadan Sobhi,Stoke City,True
Jordan Marcel Gilbert Veretout,Aston Villa F.C.,True
Rickie Lee Lambert,West Bromwich Albion F.C.,True
Chuba Amechi Akpom,Nottingham Forest F.C.,True
Robbie Brady,Norwich City F.C.,True
Dame N'Doye,Hull City F.C.,True
Edinson Cavani,Paris Saint-Germain,True
Stéphane Mbia Etoundi,Trabzonspor,True
Jakob Haugaard,Stoke City,True
İlkay Gündoğan,Manchester City F.C.,True
